ID,Brand,Model,Type,Year,Age,KmDriven,Transmission,Owner,FuelType,AskPrice
C0637,Mahindra,Thar,SUV,2021,3,41000,Automatic,First,Diesel,1470000
C0638,Hyundai,Creta,SUV,2020,4,70000,Automatic,Second,Petrol,1155000
C0639,Hyundai,Alcazar,SUV,2022,2,37000,Automatic,First,Diesel,1815000
C0640,MG,Gloster,SUV,2022,2,84000,Automatic,First,Diesel,3400000
C0641,Maruti Suzuki,Alto-K10,Hatchback,2017,7,43400,Automatic,First,Petrol,275000
C0642,Maruti Suzuki,Swift,Hatchback,2019,5,49805,Manual,First,Petrol,545000
C0643,Maruti Suzuki,Swift,Hatchback,2019,5,7000,Automatic,Second,Petrol,650000
C0644,Hyundai,i20 N Line,Hatchback,2023,1,14800,Automatic,First,Petrol,1050000
C0645,MG,ASTOR,SUV,2022,2,16000,Automatic,First,Petrol,1125000
C0646,Maruti Suzuki,Swift,Hatchback,2021,3,34000,Manual,Second,Petrol,670000
C0647,Maruti Suzuki,Baleno,Hatchback,2020,4,40000,Manual,First,Petrol,695000
C0648,MG,Hector,SUV,2019,5,49067,Automatic,First,Petrol,1475000
C0649,Tata,Nexon,SUV,2021,3,25945,Automatic,First,Petrol,1045000
C0650,Maruti Suzuki,Baleno,Hatchback,2022,2,54000,Manual,First,Petrol,725000
C0651,Toyota,Glanza,Hatchback,2022,2,51321,Manual,First,Petrol,625101
C0652,Maruti Suzuki,Celerio,Hatchback,2018,6,45000,Automatic,Second,Petrol,475000
C0653,Maruti Suzuki,Swift,Hatchback,2020,4,37540,Automatic,First,Petrol,640000
C0654,Renault,KWID,Hatchback,2018,6,42000,Manual,First,Petrol,360000
C0655,Hyundai,Grand i10 Nios,Hatchback,2020,4,100000,Manual,First,Petrol,549000
C0656,Maruti Suzuki,Swift,Hatchback,2018,6,22000,Manual,Second,Petrol,590000
C0657,Maruti Suzuki,S-Presso,Hatchback,2021,3,,Automatic,First,Petrol,425000
C0658,Skoda,Slavia,Sedan,2024,0,3000,Automatic,First,Petrol,1650000
C0659,MG,Hector,SUV,2020,4,80000,Automatic,First,Petrol,1250000
C0660,Hyundai,Aura,Sedan,2020,4,53000,Manual,First,Petrol,650000
C0661,Renault,KWID,Hatchback,2017,7,63663,Automatic,Second,Petrol,325000
C0662,Honda,City,Sedan,2018,6,70000,Manual,Second,Petrol,595000
C0663,Honda,City,Sedan,2018,6,76000,Automatic,Second,Petrol,850000
C0664,Tata,Nexon,SUV,2019,5,36788,Automatic,Second,Petrol,780000
C0665,Maruti Suzuki,Swift,Hatchback,2019,5,53000,Manual,First,Petrol,500000
C0666,Toyota,Innova Crysta,MPV,2021,3,43000,Automatic,First,Diesel,2100000
C0667,Kia,Seltos,SUV,2020,4,52000,Automatic,First,Petrol,1225000
C0668,Hyundai,Venue,SUV,2019,5,68216,Manual,Second,Petrol,650000
C0669,Renault,KWID,Hatchback,2016,8,77000,Automatic,Second,Petrol,195000
C0670,Volkswagen,Taigun,SUV,2022,2,55000,Automatic,Second,Petrol,1425000
C0671,Kia,Sonet,SUV,2021,3,61000,Automatic,Second,Petrol,795000
C0672,Maruti Suzuki,Celerio,Hatchback,2016,8,42114,Automatic,First,Petrol,395000
C0673,Hyundai,Grand i10 Nios,Hatchback,2021,3,51000,Manual,First,Petrol,650000
C0674,MG,Hector,SUV,2021,3,48000,Automatic,Second,Petrol,1375000
C0675,Maruti Suzuki,Swift,Hatchback,2017,7,57000,Manual,Second,Petrol,399500
C0676,Maruti Suzuki,Eeco,MPV,2022,2,40000,Manual,Second,Petrol,525000
C0677,Skoda,Slavia,Sedan,2022,2,72000,Manual,First,Petrol,1189000
C0678,Maruti Suzuki,Baleno,Hatchback,2019,5,46000,Automatic,First,Petrol,649000
C0679,Maruti Suzuki,Wagon-R,Hatchback,2021,3,21000,Manual,First,Petrol,565000
C0680,Maruti Suzuki,Swift,Hatchback,2020,4,63110,Automatic,First,Petrol,595000
C0681,Toyota,Fortuner,SUV,2022,2,22310,Automatic,First,Diesel,4400000
C0682,Maruti Suzuki,Swift,Hatchback,2018,6,60000,Automatic,Second,Petrol,513000
C0683,Maruti Suzuki,Swift,Hatchback,2017,7,120000,Manual,First,Petrol,490000
C0684,Honda,Amaze,Sedan,2017,7,75600,Manual,First,Petrol,490000
C0685,Maruti Suzuki,Ertiga,MUV,2016,8,92000,Manual,First,Petrol,695000
C0686,Maruti Suzuki,Baleno,Hatchback,2018,6,34184,Automatic,Second,Petrol,725000
C0687,Tata,Nexon,SUV,2019,5,66800,Manual,Second,Petrol,650000
C0688,Nissan,Magnite,SUV,2023,1,30000,Manual,First,Petrol,560000
C0689,Maruti Suzuki,Wagon-R,Hatchback,2018,6,19300,Manual,First,Petrol,461000
C0690,Mahindra,Thar,SUV,2020,4,65000,Automatic,First,Petrol,1310000
C0691,Tata,Altroz,Hachback,2021,3,62000,Manual,First,Petrol,511000
C0692,Maruti Suzuki,Baleno,Hatchback,2023,1,13000,Automatic,First,Petrol,925000
C0693,Renault,KWID,Hatchback,2017,7,65563,Automatic,Second,Petrol,325000
C0694,Tata,Harrier,SUV,2022,2,17800,Automatic,First,Diesel,1999999
C0695,Honda,City,Sedan,2017,7,18110,Automatic,Second,Petrol,575000
C0696,Renault,KWID,Hatchback,2017,7,70000,Automatic,First,Petrol,350000
C0697,Tata,Tiago,Hatchback,2020,4,44118,Manual,First,Petrol,470000
C0698,Maruti Suzuki,Celerio,Hatchback,2016,8,45000,Automatic,Second,Petrol,320000
C0699,Maruti Suzuki,Baleno,Hatchback,2018,6,,Manual,First,Petrol,485000
C0700,Maruti Suzuki,Baleno,Hatchback,2017,7,51000,Manual,First,Petrol,485000
C0701,Tata,Tiago,Hatchback,2017,7,73555,Manual,Second,Petrol,295555
C0702,Hyundai,Creta,SUV,2021,3,60000,Manual,Second,Diesel,1240000
C0703,Honda,Amaze,Sedan,2019,5,52000,Manual,First,Petrol,645000
C0704,Maruti Suzuki,Wagon-R,Hatchback,2019,5,65000,Automatic,First,Petrol,450000
C0705,Hyundai,Verna,Sedan,2020,4,55000,Automatic,Second,Petrol,890000
C0706,Maruti Suzuki,Ertiga,MUV,2023,1,52895,Manual,First,Petrol,1130000
C0707,Skoda,Kushaq,SUV,2022,2,30000,Automatic,First,Petrol,1450000
C0708,Maruti Suzuki,Baleno,Hatchback,2024,0,9000,Manual,First,Petrol,18500
C0709,Kia,Seltos,SUV,2020,4,46000,Manual,First,Petrol,1070000
C0710,Tata,Nexon,SUV,2022,2,44000,Automatic,First,Petrol,810000
C0711,Tata,Nexon,SUV,2018,6,14000,Manual,Second,Petrol,750000
C0712,Kia,Seltos,SUV,2021,3,97000,Manual,First,Petrol,1250000
C0713,Renault,KWID,Hatchback,2017,7,65858,Manual,Second,Petrol,150000
C0714,Maruti Suzuki,Wagon-R,Hatchback,2016,8,65000,Manual,Second,Petrol,310000
C0715,Maruti Suzuki,Swift,Hatchback,2019,5,50000,Automatic,Second,Petrol,521111
C0716,Mahindra,XUV700,SUV,2022,2,28581,Automatic,First,Petrol,2550000
C0717,Hyundai,Creta,SUV,2021,3,62000,Manual,Second,Diesel,1390000
C0718,MG,ASTOR,SUV,2024,0,36000,Automatic,First,Petrol,1550000
C0719,Kia,Seltos,SUV,2019,5,61000,Automatic,First,Petrol,1049000
C0720,Maruti Suzuki,Swift,Hatchback,2017,7,65000,Manual,First,Petrol,421000
C0721,Maruti Suzuki,Baleno,Hatchback,2017,7,45000,Manual,First,Petrol,474000
C0722,Mahindra,Bolero Neo,SUV,2022,2,45000,Manual,First,Diesel,990000
C0723,Maruti Suzuki,Wagon R,Hatchback,2020,4,91000,Manual,Second,Petrol,524999
C0724,Kia,Seltos,SUV,2021,3,54000,Manual,First,Petrol,1190000
C0725,Mahindra,Thar,SUV,2021,3,10000,Automatic,Second,Petrol,1345000
C0726,Maruti Suzuki,Baleno,Hatchback,2016,8,63100,Automatic,Second,Petrol,585000
C0727,Honda,Amaze,Sedan,2016,8,7500,Manual,First,Petrol,439999
C0728,Renault,Triber,MUV,2021,3,39000,Automatic,First,Petrol,650000
C0729,Mahindra,Thar,SUV,2021,3,48700,Manual,First,Petrol,1290000
C0730,Tata,Tiago,Hatchback,2020,4,33000,Automatic,Second,Petrol,495000
C0731,Maruti Suzuki,Wagon-R,Hatchback,2016,8,34000,Automatic,First,Petrol,425000
C0732,Honda,City,Sedan,2017,7,59000,Automatic,First,Petrol,875000
C0733,MG,Hector,SUV,2019,5,23000,Automatic,First,Petrol,1195000
C0734,Tata,Tiago,Hatchback,2018,6,64000,Automatic,First,Petrol,490000
C0735,Renault,Kiger,SUV,2021,3,12000,Automatic,First,Petrol,875000
C0736,Hyundai,Alcazar,SUV,2021,3,53000,Automatic,First,Diesel,1860000
C0737,Renault,KWID,Hatchback,2018,6,110000,Manual,Second,Petrol,285000
C0738,Volkswagen,Taigun,SUV,2021,3,20000,Automatic,First,Petrol,1620000
C0739,Hyundai,Creta,SUV,2020,4,40000,Manual,First,Petrol,1165000
C0740,Maruti Suzuki,Swift,Hatchback,2017,7,69300,Manual,First,Petrol,530000
C0741,Kia,Sonet,SUV,2022,2,13000,Manual,First,Diesel,1090000
C0742,MG,ASTOR,SUV,2023,1,8900,Automatic,First,Petrol,1325000
C0743,Maruti Suzuki,Celerio,Hatchback,2017,7,62000,Automatic,First,Petrol,370000
C0744,Nissan,Magnite,SUV,2023,1,15000,Manual,First,Petrol,650000
C0745,Hyundai,Venue,SUV,2019,5,41973,Automatic,Second,Petrol,749991
C0746,Hyundai,Venue,SUV,2023,1,6000,Manual,First,Petrol,890000
C0747,Maruti Suzuki,Celerio,Hatchback,2019,5,45000,Automatic,Second,Petrol,450000
C0748,Volkswagen,Virtus,Sedan,2023,1,17000,Automatic,First,Petrol,1800000
C0749,Mahindra,Bolero,SUV,2022,2,13500,Manual,First,Diesel,865000
C0750,Kia,Carens,MPV,2022,2,11000,Manual,First,Petrol,1125000
C0751,Kia,Seltos,SUV,2021,3,26000,Automatic,Second,Petrol,1275000
C0752,Toyota,Urban Cruiser Hyryder,SUV,2023,1,9100,Automatic,First,Petrol,2120000
C0753,Maruti Suzuki,Eeco,MPV,2022,2,8500,Manual,Second,Petrol,550000
C0754,Hyundai,Verna,Sedan,2016,8,65426,Automatic,Second,Petrol,570000
C0755,Hyundai,Creta,SUV,2019,5,24000,Automatic,Second,Petrol,1175000
C0756,Mahindra,Thar,SUV,2023,1,26000,Manual,First,Diesel,1490000
C0757,Hyundai,Creta,SUV,2017,7,54000,Automatic,First,Petrol,940000
C0758,Maruti Suzuki,Wagon-R,Hatchback,2023,1,10000,Manual,First,Petrol,525000
C0759,Maruti Suzuki,XL6,MUV,2019,5,57000,Automatic,Second,Petrol,1150000
C0760,Renault,KWID,Hatchback,2017,7,59000,Manual,Second,Petrol,350000
C0761,Kia,Seltos,SUV,2020,4,16800,Automatic,First,Petrol,1540000
C0762,Maruti Suzuki,Baleno,Hatchback,2019,5,46000,Automatic,First,Petrol,649000
C0763,Hyundai,Creta,SUV,2017,7,85000,Automatic,First,Petrol,669000
C0764,Tata,Tiago,Hatchback,2017,7,39629,Automatic,First,Petrol,450000
C0765,Mahindra,Bolero Neo,SUV,2023,1,5500,Manual,First,Diesel,1050000
C0766,Maruti Suzuki,Baleno,Hatchback,2023,1,40600,Manual,First,Petrol,755000
C0767,Honda,City,Sedan,2018,6,38000,Manual,First,Petrol,730000
C0768,Renault,Triber,MUV,2020,4,42000,Manual,First,Petrol,525000
C0769,Maruti Suzuki,Swift,Hatchback,2019,5,70000,Automatic,First,Petrol,675000
C0770,Hyundai,Verna,Sedan,2020,4,50400,Manual,Second,Petrol,965000
C0771,Hyundai,Creta,SUV,2017,7,69000,Automatic,Second,Petrol,785000
C0772,Hyundai,Aura,Sedan,2021,3,38000,Manual,Second,Petrol,485000
C0773,Mahindra,XUV700,SUV,2022,2,31000,Automatic,First,Petrol,1695000
C0774,Maruti Suzuki,Swift,Hatchback,2020,4,33000,Manual,First,Petrol,625000
C0775,Honda,City,Sedan,2016,8,37000,Automatic,First,Petrol,690000
C0776,Toyota,Innova Crysta,MPV,2021,3,72000,Manual,First,Diesel,2630000
C0777,Maruti Suzuki,Wagon R,Hatchback,2022,2,12000,Manual,First,Petrol,550000
C0778,Kia,Seltos,SUV,2022,2,30000,Automatic,First,Petrol,1325000
C0779,Kia,Seltos,SUV,2020,4,35231,Manual,First,Petrol,849101
C0780,Hyundai,Alcazar,SUV,2023,1,2500,Automatic,First,Petrol,1800000
C0781,Hyundai,Verna,Sedan,2018,6,57000,Automatic,First,Petrol,851000
C0782,Toyota,Innova Crysta,MPV,2022,2,6100,Manual,First,Diesel,2195000
C0783,Kia,Seltos,SUV,2019,5,19000,Manual,First,Petrol,1170000
C0784,Renault,KWID,Hatchback,2019,5,89000,Manual,First,Petrol,265000
C0785,Honda,Amaze,Sedan,2019,5,67000,Automatic,Second,Petrol,575000
C0786,Maruti Suzuki,Celerio,Hatchback,2019,5,82000,Automatic,First,Petrol,490000
C0787,Maruti Suzuki,Celerio,Hatchback,2017,7,142000,Automatic,First,Petrol,345000
C0788,Maruti Suzuki,Wagon-R,Hatchback,2016,8,39000,Automatic,Second,Petrol,445000
C0789,Maruti Suzuki,Fronx,SUV,2024,0,4500,Automatic,First,Petrol,850000
C0790,Kia,Seltos,SUV,2023,1,10000,Automatic,First,Diesel,2030000
C0791,Toyota,Fortuner,SUV,2021,3,40000,Automatic,First,Diesel,4050000
C0792,Tata,Nexon,SUV,2020,4,30500,Automatic,Second,Petrol,900000
C0793,Mahindra,XUV700,SUV,2022,2,79000,Automatic,First,Diesel,2350000
C0794,Maruti Suzuki,Baleno,Hatchback,2016,8,55000,Automatic,Second,Petrol,445000
C0795,Honda,City,Sedan,2017,7,70000,Automatic,First,Petrol,825000
C0796,Hyundai,Venue,SUV,2021,3,50000,Manual,First,Diesel,875000
C0797,Hyundai,Creta,SUV,2021,3,85000,Manual,First,Diesel,1221000
C0798,Hyundai,Grand i10 Nios,Hatchback,2020,4,27500,Manual,Second,Petrol,540000
C0799,Honda,City,Sedan,2016,8,85000,Automatic,Second,Petrol,649999
C0800,Maruti Suzuki,Alto-K10,Hatchback,2018,6,64000,Automatic,First,Petrol,330000
C0801,Hyundai,Creta,SUV,2021,3,29997,Manual,First,Petrol,1300000
C0802,Maruti Suzuki,Swift,Hatchback,2018,6,32321,Manual,First,Petrol,489101
C0803,Maruti Suzuki,Baleno,Hatchback,2022,2,30000,Manual,First,Petrol,825000
C0804,Hyundai,Venue,SUV,2023,1,12000,Automatic,First,Petrol,1195000
C0805,Honda,City,Sedan,2017,7,67555,Automatic,First,Petrol,695000
C0806,Hyundai,Creta,SUV,2016,8,65000,Manual,Second,Petrol,875000
C0807,Maruti Suzuki,Alto-K10,Hatchback,2016,8,38000,Automatic,Second,Petrol,335000
C0808,Maruti Suzuki,Eeco,MPV,2022,2,26080,Manual,First,Petrol,570000
C0809,Hyundai,Grand i10 Nios,Hatchback,2020,4,35000,Automatic,Second,Petrol,625000
C0810,Tata,Harrier,SUV,2022,2,21000,Manual,First,Diesel,1750000
C0811,Honda,City,Sedan,2022,2,13000,Automatic,First,Petrol,1175000
C0812,Maruti Suzuki,Baleno,Hatchback,2019,5,65000,Manual,First,Petrol,575000
C0813,Renault,Triber,MUV,2021,3,25152,Manual,First,Petrol,615000
C0814,Renault,KWID,Hatchback,2017,7,100000,Manual,Second,Petrol,190000
C0815,Kia,Carens,MPV,2024,0,2700,Automatic,First,Petrol,1750000
C0816,Kia,Seltos,SUV,2021,3,70000,Manual,First,Diesel,1150000
C0817,Skoda,Kushaq,SUV,2023,1,16000,Manual,Second,Petrol,1250000
C0818,Hyundai,Creta,SUV,2022,2,27000,Automatic,Second,Petrol,1425000
C0819,Mahindra,Scorpio N,SUV,2022,2,18900,Automatic,First,Petrol,1965000
C0820,Hyundai,Alcazar,SUV,2023,1,16000,Automatic,First,Diesel,2250000
C0821,Maruti Suzuki,Swift,Hatchback,2019,5,26000,Automatic,First,Petrol,680000
C0822,Hyundai,Creta,SUV,2017,7,54000,Automatic,First,Petrol,940000
C0823,Kia,Seltos,SUV,2020,4,50693,Automatic,First,Petrol,1395000
C0824,Hyundai,Creta,SUV,2020,4,44000,Automatic,First,Petrol,1535000
C0825,Renault,Kiger,SUV,2022,2,49000,Automatic,First,Petrol,640000
C0826,Kia,Seltos,SUV,2022,2,62000,Manual,First,Petrol,1450000
C0827,MG,Hector,SUV,2021,3,20530,Automatic,First,Petrol,1587000
C0828,Hyundai,Grand i10 Nios,Hatchback,2021,3,7200,Automatic,Second,Petrol,725000
C0829,Maruti Suzuki,Swift,Hatchback,2017,7,55000,Manual,First,Petrol,570000
C0830,Tata,Nexon,SUV,2022,2,13000,Manual,First,Petrol,1250000
C0831,Maruti Suzuki,Ertiga,MUV,2022,2,27000,Manual,Second,Petrol,1070000
C0832,Mahindra,Thar,SUV,2022,2,27000,Automatic,First,Diesel,1550000
C0833,Maruti Suzuki,Celerio,Hatchback,2019,5,37710,Automatic,First,Petrol,540000
C0834,Mahindra,Thar,SUV,2021,3,20000,Automatic,Second,Petrol,1425000
C0835,Renault,KWID,Hatchback,2017,7,55000,Automatic,Second,Petrol,365000
C0836,Renault,KWID,Hatchback,2019,5,94000,Automatic,First,Petrol,390000
C0837,Hyundai,Venue,SUV,2023,1,7500,Automatic,First,Petrol,1350000
C0838,MG,Hector,SUV,2021,3,61000,Automatic,First,Petrol,990000
C0839,Renault,Triber,MUV,2021,3,80000,Manual,First,Petrol,555000
C0840,Mahindra,Bolero,SUV,2022,2,30800,Manual,First,Diesel,850000
C0841,Maruti Suzuki,Grand Vitara,SUV,2023,1,50000,Automatic,First,Petrol,1950000
C0842,Honda,City,Sedan,2021,3,38000,Automatic,First,Petrol,1199000
C0843,Tata,Tiago,Hatchback,2019,5,49000,Automatic,First,Petrol,495000
C0844,Honda,City,Sedan,2017,7,81000,Automatic,Second,Petrol,770000
C0845,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0846,Maruti Suzuki,Wagon-R,Hatchback,2018,6,35000,Manual,First,Petrol,375000
C0847,Hyundai,Creta,SUV,2022,2,40000,Automatic,First,Diesel,1850000
C0848,Hyundai,Alcazar,SUV,2023,1,13000,Automatic,First,Diesel,1990000
C0849,Hyundai,Venue,SUV,2020,4,52000,Automatic,First,Petrol,750000
C0850,Mahindra,XUV700,SUV,2023,1,25095,Automatic,First,Diesel,1990000
C0851,Kia,Seltos,SUV,2022,2,36500,Automatic,First,Diesel,1950000
C0852,Mahindra,Bolero,SUV,2022,2,55800,Automatic,Second,Diesel,590000
C0853,Honda,Amaze,Sedan,2023,1,16173,Automatic,First,Petrol,846000
C0854,Maruti Suzuki,Wagon-R,Hatchback,2023,1,17000,Automatic,First,Petrol,699000
C0855,Toyota,Innova Crysta,MPV,2021,3,38000,Automatic,Second,Petrol,2000000
C0856,Maruti Suzuki,Grand Vitara,SUV,2024,0,1600,Manual,First,Petrol,1350000
C0857,Tata,Tiago,Hatchback,2016,8,110818,Manual,Second,Petrol,325000
C0858,Hyundai,Venue,SUV,2020,4,51055,Automatic,First,Petrol,899999
C0859,Hyundai,Creta,SUV,2018,6,50000,Manual,Second,Petrol,750000
C0860,Honda,City,Sedan,2018,6,75000,Manual,Second,Petrol,865000
C0861,Maruti Suzuki,Ignis,Hatchback,2018,6,28200,Manual,First,Petrol,435000
C0862,Toyota,Fortuner,SUV,2022,2,40000,Automatic,First,Diesel,4275000
C0863,Mahindra,Scorpio Classic,SUV,2023,1,20500,Manual,Second,Diesel,1685000
C0864,Renault,KWID,Hatchback,2018,6,57000,Manual,First,Petrol,295000
C0865,Hyundai,Venue,SUV,2019,5,53000,Manual,Second,Petrol,869000
C0866,Maruti Suzuki,Ignis,Hatchback,2018,6,36000,Automatic,Second,Petrol,570000
C0867,Toyota,Glanza,Hatchback,2023,1,42000,Manual,First,Petrol,825000
C0868,Maruti Suzuki,Alto K10,Hatchback,2016,8,63000,Automatic,Second,Petrol,375000
C0869,Hyundai,Alcazar,SUV,2023,1,13000,Automatic,First,Petrol,2195000
C0870,Maruti Suzuki,S-Presso,Hatchback,2022,2,25000,Automatic,First,Petrol,525000
C0871,Maruti Suzuki,XL6,MUV,2021,3,20858,Manual,First,Petrol,1051000
C0872,Maruti Suzuki,Brezza,SUV,2020,4,37000,Automatic,First,Petrol,950000
C0873,Tata,Nexon,SUV,2020,4,90000,Manual,First,Petrol,630000
C0874,Honda,Amaze,Sedan,2023,1,28756,Automatic,First,Petrol,830000
C0875,Maruti Suzuki,Baleno,Hatchback,2020,4,72000,Manual,First,Petrol,620000
C0876,MG,ASTOR,SUV,2023,1,40000,Manual,First,Petrol,1395000
C0877,Tata,Tiago,Hatchback,2022,2,11000,Automatic,First,Petrol,685000
C0878,Maruti Suzuki,Swift,Hatchback,2020,4,44566,Manual,First,Petrol,565000
C0879,Kia,Sonet,SUV,2021,3,730000,Automatic,Second,Petrol,930000
C0880,Renault,KWID,Hatchback,2017,7,51000,Automatic,First,Petrol,365000
C0881,MG,Hector,SUV,2019,5,45000,Automatic,Second,Petrol,1290000
C0882,Maruti Suzuki,Swift,Hatchback,2022,2,9000,Manual,Second,Petrol,670000
C0883,Hyundai,Verna,Sedan,2021,3,30000,Manual,First,Diesel,950000
C0884,MG,ASTOR,SUV,2023,1,27000,Automatic,First,Petrol,1275000
C0885,Hyundai,Creta,SUV,2018,6,68000,Automatic,First,Petrol,850000
C0886,Mahindra,Thar,SUV,2023,1,25000,Manual,First,Petrol,1200000
C0887,Honda,Amaze,Sedan,2017,7,41000,Manual,Second,Petrol,425000
C0888,Maruti Suzuki,Wagon-R,Hatchback,2023,1,15000,Manual,First,Petrol,800000
C0889,Maruti Suzuki,Swift,Hatchback,2021,3,54000,Manual,First,Petrol,589000
C0890,Hyundai,Creta,SUV,2017,7,160000,Automatic,Second,Petrol,845000
C0891,Mahindra,Thar,SUV,2021,3,18000,Automatic,First,Diesel,1495000
C0892,MG,Hector,SUV,2019,5,52000,Automatic,First,Petrol,1350000
C0893,Hyundai,Verna,Sedan,2019,5,68580,Automatic,Second,Petrol,850000
C0894,Tata,Nexon,SUV,2019,5,29000,Manual,Second,Petrol,644999
C0895,Honda,Amaze,Sedan,2019,5,50000,Manual,Second,Petrol,525000
C0896,Maruti Suzuki,Swift,Hatchback,2019,5,53000,Manual,First,Petrol,500000
C0897,Hyundai,Aura,Sedan,2020,4,29000,Manual,First,Hybrid/CNG,650000
C0898,Maruti Suzuki,Baleno,Hatchback,2019,5,38923,Automatic,First,Petrol,695000
C0899,Maruti Suzuki,Ertiga,MUV,2017,7,68350,Manual,Second,Hybrid/CNG,675000
C0900,Hyundai,Creta,SUV,2019,5,68000,Automatic,Second,Petrol,1175000
C0901,MG,ASTOR,SUV,2022,2,63000,Automatic,First,Petrol,1245000
C0902,Maruti Suzuki,Wagon-R,Hatchback,2021,3,44000,Automatic,First,Hybrid/CNG,585000
C0903,Maruti Suzuki,Wagon R 1.0,Hatchback,2018,6,47000,Manual,First,Hybrid/CNG,425000
C0904,Hyundai,Grand i10 Nios,Hatchback,2022,2,80000,Automatic,First,Hybrid/CNG,600000
C0905,Maruti Suzuki,Ertiga,MUV,2022,2,56000,Manual,First,Hybrid/CNG,1170000
C0906,Honda,City,Sedan,2018,6,57700,Manual,First,Hybrid/CNG,890000
C0907,Honda,Amaze,Sedan,2020,4,68000,Automatic,First,Petrol,595000
C0908,Maruti Suzuki,Ertiga,MUV,2022,2,50000,Manual,First,Hybrid/CNG,1050000
C0909,Tata,Nexon,SUV,2019,5,52000,Automatic,First,Hybrid/CNG,510000
C0910,Maruti Suzuki,Celerio,Hatchback,2017,7,57000,Automatic,First,Hybrid/CNG,399000
C0911,Hyundai,Creta,SUV,2023,1,27500,Manual,First,Petrol,1200000
C0912,Hyundai,Verna,Sedan,2019,5,39500,Automatic,Second,Hybrid/CNG,825000
C0913,Maruti Suzuki,Celerio,Hatchback,2018,6,85000,Manual,First,Hybrid/CNG,421000
C0914,Maruti Suzuki,Grand Vitara,SUV,2023,1,17000,Manual,First,Petrol,1300000
C0915,Honda,City,Sedan,2017,7,76000,Manual,First,Hybrid/CNG,549000
C0916,Honda,City,Sedan,2017,7,61000,Manual,Second,Hybrid/CNG,590000
C0917,Maruti Suzuki,Swift,Hatchback,2023,1,16700,Manual,Second,Petrol,650000
C0918,Maruti Suzuki,Celerio,Hatchback,2017,7,75000,Automatic,Second,Hybrid/CNG,300000
C0919,Mahindra,Thar,SUV,2022,2,25000,Automatic,First,Diesel,1553000
C0920,Renault,KWID,Hatchback,2019,5,25000,Automatic,First,Hybrid/CNG,375000
C0921,Maruti Suzuki,Alto-K10,Hatchback,2017,7,52385,Automatic,First,Hybrid/CNG,299000
C0922,Honda,City,Sedan,2022,2,21000,Manual,Second,Petrol,1190000
C0923,Maruti Suzuki,Ertiga,MUV,2022,2,68000,Manual,Second,Hybrid/CNG,950000
C0924,Renault,KWID,Hatchback,2023,1,14543,Automatic,First,Petrol,670000
C0925,Mahindra,Scorpio-N,SUV,2022,2,9500,Automatic,First,Petrol,2250000
C0926,Hyundai,Verna,Sedan,2017,7,38000,Automatic,Second,Petrol,825000
C0927,Maruti Suzuki,Wagon-R,Hatchback,2017,7,96000,Automatic,First,Hybrid/CNG,350000
C0928,Toyota,Glanza,Hatchback,2020,4,15000,Automatic,First,Petrol,845000
C0929,Maruti Suzuki,XL6,MUV,2019,5,53110,Automatic,Second,Petrol,895000
C0930,Maruti Suzuki,Celerio,Hatchback,2020,4,50000,Automatic,First,Petrol,330000
C0931,Tata,Altroz,Hatchback,2020,4,39000,Manual,First,Petrol,475000
C0932,Maruti Suzuki,S-Presso,Hatchback,2022,2,49530,Manual,First,Petrol,440000
C0933,Maruti Suzuki,Celerio,Hatchback,2019,5,74000,Manual,Second,Petrol,470000
C0934,Maruti Suzuki,Grand Vitara,SUV,2023,1,20000,Automatic,First,Hybrid/CNG,1800000
C0935,Maruti Suzuki,Celerio,Hatchback,2018,6,42000,Automatic,First,Petrol,425000
C0936,Toyota,Innova Crysta,MPV,2021,3,81499,Automatic,First,Diesel,2100000
C0937,Maruti Suzuki,Celerio,Hatchback,2016,8,60000,Manual,Second,Hybrid/CNG,350000
C0938,Maruti Suzuki,Wagon R,Hatchback,2018,6,39000,Manual,First,Petrol,340000
C0939,Mahindra,Thar,SUV,2022,2,27000,Automatic,First,Diesel,1775000
C0940,Maruti Suzuki,Baleno,Hatchback,2020,4,30211,Manual,First,Petrol,650000
C0941,Toyota,Glanza,Hatchback,2020,4,60000,Manual,Second,Petrol,699000
C0942,Maruti Suzuki,Eeco,MPV,2017,7,66000,Manual,Second,Petrol,380000
C0943,Maruti Suzuki,Swift,Hatchback,2022,2,34000,Manual,First,Hybrid/CNG,599000
C0944,Mahindra,Thar,SUV,2023,1,32000,Automatic,First,Diesel,1500000
C0945,Maruti Suzuki,Eeco,MPV,2021,3,41000,Automatic,First,Hybrid/CNG,425000
C0946,Tata,Tiago,Hatchback,2022,2,35000,Manual,First,Hybrid/CNG,600000
C0947,Maruti Suzuki,Ertiga,MUV,2020,4,55000,Automatic,First,Petrol,990000
C0948,Maruti Suzuki,Wagon-R,Hatchback,2017,7,50000,Automatic,First,Hybrid/CNG,435000
C0949,Renault,KWID,Hatchback,2016,8,40000,Manual,Second,Petrol,145000
C0950,MG,Hector,SUV,2021,3,23000,Automatic,First,Petrol,1475000
C0951,Maruti Suzuki,Alto K10,Hatchback,2019,5,78000,Automatic,First,Petrol,475000
C0952,Maruti Suzuki,Wagon-R,Hatchback,2019,5,72500,Manual,First,Hybrid/CNG,425000
